manifest_key	artifact_group	path	exists	path_type	size_bytes	rows_keys_or_children
claim_g_online_batch_latency_deltas_csv	claim_g	results/method4_claim_coverage_20260704/derived_claim_tables/claim_g_online_batch_latency_deltas.csv	yes	csv	1632	4
claim_g_online_batch_latency_raw_dir	claim_g	results/method4_claim_g_batch_latency_20260704/analysis_20260704_172015	yes	dir	NA	3
claim_g_online_batch_latency_raw_metadata_json	claim_g	results/method4_claim_g_batch_latency_20260704/analysis_20260704_172015/run_metadata.json	yes	json	1307	17
claim_g_online_batch_latency_raw_per_batch_csv	claim_g	results/method4_claim_g_batch_latency_20260704/analysis_20260704_172015/batch_latency_per_batch.csv	yes	csv	48687	405
claim_g_online_batch_latency_raw_runs_csv	claim_g	results/method4_claim_g_batch_latency_20260704/analysis_20260704_172015/batch_latency_runs.csv	yes	csv	4702	18
claim_g_online_batch_latency_summary_csv	claim_g	results/method4_claim_coverage_20260704/derived_claim_tables/claim_g_online_batch_latency_summary.csv	yes	csv	2871	6
claim_g_online_concurrency8_latency_deltas_csv	claim_g	results/method4_claim_g_evidence_20260704/online_concurrency8_latency_deltas.csv	yes	csv	762	1
claim_g_online_concurrency8_latency_summary_csv	claim_g	results/method4_claim_g_evidence_20260704/online_concurrency8_latency_summary.csv	yes	csv	1101	2
claim_g_online_concurrency8_raw_dir	claim_g	results/method4_claim_g_online_latency_20260704/analysis_20260704_165643	yes	dir	NA	3
claim_g_online_concurrency8_raw_metadata_json	claim_g	results/method4_claim_g_online_latency_20260704/analysis_20260704_165643/run_metadata.json	yes	json	1181	19
claim_g_online_concurrency8_raw_summary_csv	claim_g	results/method4_claim_g_online_latency_20260704/analysis_20260704_165643/online_single_query_latency_summary.csv	yes	csv	1545	6
claim_g_online_invalid_route_mismatch_diagnostic_dir	claim_g	results/method4_claim_g_online_latency_20260704/analysis_20260704_164441	yes	dir	NA	3
claim_g_online_low_pressure_diagnostic_dir	claim_g	results/method4_claim_g_online_latency_20260704/analysis_20260704_165135	yes	dir	NA	3
claim_g_physical_layout_doc	claim_g	docs/experiments/2026-07-04-method4-claim-g-physical-layout-evidence.md	yes	md	10931	NA
claim_g_raw_provenance_audit_csv	claim_g	results/method4_claim_coverage_20260704/derived_claim_tables/claim_g_raw_provenance_audit_20260708.csv	yes	csv	7630	22
claim_h_semantic_audit_dir	claim_h	results/method4_claim_h_semantic_audit_20260704/audit_20260704_210845	yes	dir	NA	4
claim_h_semantic_audit_summary_csv	claim_h	results/method4_claim_h_semantic_audit_20260704/audit_20260704_210845/semantic_invariant_summary.csv	yes	csv	673	9
claim_requirements_csv	claim	results/method4_claim_coverage_20260704/claim_requirements.csv	yes	csv	8223	8
claim_support_data_index_csv	claim_support	results/method4_claim_coverage_20260704/derived_claim_tables/claim_support_data_index.csv	yes	csv	66620	47
crosscut_cost_analysis_dir	crosscut	results/method4_claim_cost_analysis_20260704/analysis_20260704_232343	yes	dir	NA	3
crosscut_cost_analysis_script	crosscut	tools/method4_claim_cost_analysis.py	yes	py	22999	NA
crosscut_cost_main_collections_csv	crosscut	results/method4_claim_coverage_20260704/derived_claim_tables/crosscut_cost_main_collections.csv	yes	csv	5738	9
crosscut_cost_storage_du_csv	crosscut	results/method4_claim_coverage_20260704/derived_claim_tables/crosscut_cost_storage_du.csv	yes	csv	11042	76
crosscut_request_candidate_pressure_proxy_csv	crosscut	results/method4_claim_coverage_20260704/derived_claim_tables/crosscut_request_candidate_pressure_proxy.csv	yes	csv	10468	23
crosscut_request_candidate_pressure_proxy_script	crosscut	tools/method4_claim_cost_proxy_metrics.py	yes	py	6791	NA
crosscut_shard_scaling_latency_deltas_csv	crosscut	results/method4_claim_coverage_20260704/derived_claim_tables/crosscut_shard_scaling_latency_095_deltas.csv	yes	csv	6073	9
crosscut_shard_scaling_latency_kmeans_s31_dir	crosscut	results/method4_shard_scaling_latency_20260705/kmeans_s31/analysis_20260705_034019	yes	dir	NA	3
crosscut_shard_scaling_latency_kmeans_s46_dir	crosscut	results/method4_shard_scaling_latency_20260705/kmeans_s46/analysis_20260705_034149	yes	dir	NA	3
crosscut_shard_scaling_latency_matrix_csv	crosscut	results/method4_claim_coverage_20260704/derived_claim_tables/crosscut_shard_scaling_latency_095.csv	yes	csv	5260	6
crosscut_shard_scaling_latency_naive_s31_dir	crosscut	results/method4_shard_scaling_latency_20260705/naive_s31/analysis_20260705_031951	yes	dir	NA	3
crosscut_shard_scaling_latency_naive_s46_dir	crosscut	results/method4_shard_scaling_latency_20260705/naive_s46/analysis_20260705_032129	yes	dir	NA	3
crosscut_shard_scaling_latency_orion_s31_dir	crosscut	results/method4_shard_scaling_latency_20260705/orion_s31/analysis_20260705_031624	yes	dir	NA	3
crosscut_shard_scaling_latency_orion_s46_dir	crosscut	results/method4_shard_scaling_latency_20260705/orion_s46/analysis_20260705_031806	yes	dir	NA	3
crosscut_shard_scaling_latency_root	crosscut	results/method4_shard_scaling_latency_20260705	yes	dir	NA	6
crosscut_shard_scaling_latency_runner	crosscut	tools/method4_claim_d_high_recall_latency.py	yes	py	27786	NA
current_environment_preflight_20260707_build_smoke_csv	current	results/method4_claim_coverage_20260704/derived_claim_tables/current_environment_preflight_20260707_build_smoke.csv	yes	csv	571	1
current_environment_preflight_20260707_csv	current	results/method4_claim_coverage_20260704/derived_claim_tables/current_environment_preflight_20260707.csv	yes	csv	3837	6
current_environment_preflight_csv	current	results/method4_claim_coverage_20260704/derived_claim_tables/current_environment_preflight_20260706.csv	yes	csv	4042	9
current_experiment_readiness_recheck_20260707_csv	current	results/method4_claim_coverage_20260704/derived_claim_tables/current_experiment_readiness_recheck_20260707.csv	yes	csv	5251	9
current_experiment_readiness_recheck_20260708_csv	current	results/method4_claim_coverage_20260704/derived_claim_tables/current_experiment_readiness_recheck_20260708.csv	yes	csv	6820	11
current_hard_gap_blocker_audit_20260707_csv	current	results/method4_claim_coverage_20260704/derived_claim_tables/current_hard_gap_blocker_audit_20260707.csv	yes	csv	8506	6
current_hard_gap_blocker_audit_20260708_post_worker_count_csv	current	results/method4_claim_coverage_20260704/derived_claim_tables/current_hard_gap_blocker_audit_20260708_post_worker_count.csv	yes	csv	2264	5
current_hard_gap_blocker_audit_20260709_post_claim_a_csv	current	results/method4_claim_coverage_20260704/derived_claim_tables/current_hard_gap_blocker_audit_20260709_post_claim_a.csv	yes	csv	2391	4
current_hard_gap_blocker_audit_20260709_post_multiassign_csv	current	results/method4_claim_coverage_20260704/derived_claim_tables/current_hard_gap_blocker_audit_20260709_post_multiassign.csv	yes	csv	2590	4
current_hard_gap_blocker_audit_csv	current	results/method4_claim_coverage_20260704/derived_claim_tables/current_hard_gap_blocker_audit_20260706.csv	yes	csv	6140	6
current_unblock_status_20260707_csv	current	results/method4_claim_coverage_20260704/derived_claim_tables/current_unblock_status_20260707.csv	yes	csv	6945	13
current_unblock_status_20260708_csv	current	results/method4_claim_coverage_20260704/derived_claim_tables/current_unblock_status_20260708.csv	yes	csv	6450	14
derived_tables_dir	derived	results/method4_claim_coverage_20260704/derived_claim_tables	yes	dir	NA	173
docker_cleanup_opportunity_audit_20260708_csv	docker	results/method4_claim_coverage_20260704/derived_claim_tables/docker_cleanup_opportunity_audit_20260708.csv	yes	csv	2645	7
final_evidence_document_integrity_audit_20260708_csv	final	results/method4_claim_coverage_20260704/derived_claim_tables/final_evidence_document_integrity_audit_20260708.csv	yes	csv	16739	38
final_evidence_document_integrity_audit_csv	final	results/method4_claim_coverage_20260704/derived_claim_tables/final_evidence_document_integrity_audit_20260707.csv	yes	csv	8279	15
formal_experiment_prerequisite_audit_20260708_csv	formal	results/method4_claim_coverage_20260704/derived_claim_tables/formal_experiment_prerequisite_audit_20260708.csv	yes	csv	8801	21
goal_blocked_threshold_audit_20260708_csv	goal	results/method4_claim_coverage_20260704/derived_claim_tables/goal_blocked_threshold_audit_20260708.csv	yes	csv	4272	8
goal_completion_audit_20260707_csv	goal	results/method4_claim_coverage_20260704/derived_claim_tables/goal_completion_audit_20260707.csv	yes	csv	76913	23
goal_completion_audit_20260708_csv	goal	results/method4_claim_coverage_20260704/derived_claim_tables/goal_completion_audit_20260708.csv	yes	csv	76552	23
goal_completion_audit_20260709_csv	goal	results/method4_claim_coverage_20260704/derived_claim_tables/goal_completion_audit_20260709.csv	yes	csv	2111	2
goal_completion_audit_20260709_post_multiassign_csv	goal	results/method4_claim_coverage_20260704/derived_claim_tables/goal_completion_audit_20260709_post_multiassign.csv	yes	csv	3899	3
goal_completion_audit_csv	goal	results/method4_claim_coverage_20260704/derived_claim_tables/goal_completion_audit_20260706.csv	yes	csv	52218	23
hard_gap_artifact_audit_csv	hard	results/method4_claim_coverage_20260704/derived_claim_tables/hard_gap_artifact_audit_20260705.csv	yes	csv	5046	3
l2_distance_support_script	l2	tools/qdrant_two_level_routing_experiment.py	yes	py	221027	NA
l2_harness_readiness_smoke_csv	l2	results/method4_claim_coverage_20260704/derived_claim_tables/l2_harness_readiness_smoke_20260705.csv	yes	csv	738	1
l2_harness_readiness_smoke_dir	l2	results/method4_l2_harness_smoke_20260705/20260705_004225	yes	dir	NA	6
l2_harness_readiness_smoke_summary_json	l2	results/method4_l2_harness_smoke_20260705/20260705_004225/summary.json	yes	json	3421	50
l2_reduced_sift100k_dynamic_vs_fixed_coarse_dir	l2	results/method4_l2_reduced_sift100k_latency_20260705/dynamic_vs_fixed_nofission/analysis_20260705_051254	yes	dir	NA	3
l2_reduced_sift100k_dynamic_vs_fixed_ef_deltas_csv	l2	results/method4_claim_coverage_20260704/derived_claim_tables/l2_reduced_sift100k_dynamic_vs_fixed_ef_deltas.csv	yes	csv	5184	8
l2_reduced_sift100k_dynamic_vs_fixed_ef_matrix_csv	l2	results/method4_claim_coverage_20260704/derived_claim_tables/l2_reduced_sift100k_dynamic_vs_fixed_ef_matrix.csv	yes	csv	7394	11
l2_reduced_sift100k_dynamic_vs_fixed_fine_dir	l2	results/method4_l2_reduced_sift100k_latency_20260705/dynamic_vs_fixed_nofission_fine/analysis_20260705_051329	yes	dir	NA	3
l2_reduced_sift100k_full_fission_latency_deltas_csv	l2	results/method4_claim_coverage_20260704/derived_claim_tables/l2_reduced_sift100k_full_fission_latency_deltas.csv	yes	csv	893	1
l2_reduced_sift100k_full_fission_latency_matrix_csv	l2	results/method4_claim_coverage_20260704/derived_claim_tables/l2_reduced_sift100k_full_fission_latency_matrix.csv	yes	csv	1328	2
l2_reduced_sift100k_full_fission_method4_dir	l2	results/method4_l2_reduced_sift100k_latency_20260706/full_orion_method4_only/analysis_20260706_125222	yes	dir	NA	3
l2_reduced_sift100k_full_fission_method4_summary_csv	l2	results/method4_l2_reduced_sift100k_latency_20260706/full_orion_method4_only/analysis_20260706_125222/claim_d_high_recall_latency_summary.csv	yes	csv	1105	3
l2_reduced_sift100k_full_fission_naive_dir	l2	results/method4_l2_reduced_sift100k_latency_20260706/naive_only/analysis_20260706_125245	yes	dir	NA	3
l2_reduced_sift100k_full_fission_naive_summary_csv	l2	results/method4_l2_reduced_sift100k_latency_20260706/naive_only/analysis_20260706_125245/claim_d_high_recall_latency_summary.csv	yes	csv	1068	3
l2_reduced_sift100k_full_orion_dynamic_vs_fixed_dir	l2	results/method4_l2_reduced_sift100k_latency_20260705/full_orion_dynamic_vs_fixed/analysis_20260705_051940	yes	dir	NA	3
l2_reduced_sift100k_latency_deltas_csv	l2	results/method4_claim_coverage_20260704/derived_claim_tables/l2_reduced_sift100k_latency_deltas.csv	yes	csv	1940	3
l2_reduced_sift100k_latency_dir	l2	results/method4_l2_reduced_sift100k_latency_20260705/analysis_20260705_010022	yes	dir	NA	3
l2_reduced_sift100k_latency_matrix_csv	l2	results/method4_claim_coverage_20260704/derived_claim_tables/l2_reduced_sift100k_latency_matrix.csv	yes	csv	3041	6
l2_reduced_sift100k_main_comparison_csv	l2	results/method4_claim_coverage_20260704/derived_claim_tables/l2_reduced_sift100k_main_comparison.csv	yes	csv	1837	3
l2_reduced_sift100k_naive_3repeat_dir	l2	results/method4_l2_reduced_sift100k_20260705/naive_3repeat/20260705_005944	yes	dir	NA	6
l2_reduced_sift100k_orion_nofission_dir	l2	results/method4_l2_reduced_sift100k_20260705/20260705_005814	yes	dir	NA	6
l2_reduced_sift100k_simple_3repeat_dir	l2	results/method4_l2_reduced_sift100k_20260705/simple_3repeat/20260705_010000	yes	dir	NA	6
l2_reduced_sift100k_simple_latency_smoke_dir	l2	results/method4_l2_reduced_sift100k_latency_smoke_20260705/simple/analysis_20260705_035401	yes	dir	NA	3
l2_reduced_sift100k_simple_vs_naive_latency_dir	l2	results/method4_l2_reduced_sift100k_latency_20260705/simple_vs_naive/analysis_20260705_035458	yes	dir	NA	3
plan_document	plan	docs/experiments/2026-06-16-method4-distributed-submission-experiment-plan.md	yes	md	43175	NA
plan_execution_document	plan	docs/superpowers/plans/2026-07-04-method4-claim-coverage-completion.md	yes	md	7766	NA
remaining_experiment_execution_queue_csv	remaining	results/method4_claim_coverage_20260704/derived_claim_tables/remaining_experiment_execution_queue.csv	yes	csv	10435	4
remaining_experiment_gaps_csv	remaining	results/method4_claim_coverage_20260704/remaining_experiment_gaps.csv	yes	csv	12079	7
robustness_080_085_method4_vs_naive_deltas_csv	robustness	results/method4_claim_coverage_20260704/derived_claim_tables/robustness_080_085_method4_vs_naive_deltas.csv	yes	csv	5554	8
robustness_080_085_original_batches_csv	robustness	results/method4_robustness_080_085_original_20260705/analysis_20260705_070956/claim_d_high_recall_latency_batches.csv	yes	csv	49203	360
robustness_080_085_original_dir	robustness	results/method4_robustness_080_085_original_20260705/analysis_20260705_070956	yes	dir	NA	3
robustness_080_085_original_summary_csv	robustness	results/method4_robustness_080_085_original_20260705/analysis_20260705_070956/claim_d_high_recall_latency_summary.csv	yes	csv	3600	12
robustness_080_085_query_order_multiseed_summary_csv	robustness	results/method4_claim_coverage_20260704/derived_claim_tables/robustness_080_085_query_order_multiseed_summary.csv	yes	csv	3552	4
robustness_080_085_query_order_overlay_csv	robustness	results/method4_claim_coverage_20260704/derived_claim_tables/robustness_080_085_query_order_overlay.csv	yes	csv	9435	12
robustness_080_085_sensitivity_deltas_csv	robustness	results/method4_claim_coverage_20260704/derived_claim_tables/robustness_080_085_sensitivity_deltas.csv	yes	csv	6857	12
robustness_080_085_shuffle_seed_20260709_batches_csv	robustness	results/method4_robustness_080_085_shuffle_20260709/analysis_20260705_071249/claim_d_high_recall_latency_batches.csv	yes	csv	49188	360
robustness_080_085_shuffle_seed_20260709_dir	robustness	results/method4_robustness_080_085_shuffle_20260709/analysis_20260705_071249	yes	dir	NA	3
robustness_080_085_shuffle_seed_20260709_summary_csv	robustness	results/method4_robustness_080_085_shuffle_20260709/analysis_20260705_071249/claim_d_high_recall_latency_summary.csv	yes	csv	3613	12
robustness_080_085_shuffle_seed_20260712_batches_csv	robustness	results/method4_robustness_080_085_shuffle_20260712/analysis_20260706_133627/claim_d_high_recall_latency_batches.csv	yes	csv	49215	360
robustness_080_085_shuffle_seed_20260712_dir	robustness	results/method4_robustness_080_085_shuffle_20260712/analysis_20260706_133627	yes	dir	NA	3
robustness_080_085_shuffle_seed_20260712_metadata_json	robustness	results/method4_robustness_080_085_shuffle_20260712/analysis_20260706_133627/run_metadata.json	yes	json	1386	29
robustness_080_085_shuffle_seed_20260712_summary_csv	robustness	results/method4_robustness_080_085_shuffle_20260712/analysis_20260706_133627/claim_d_high_recall_latency_summary.csv	yes	csv	3593	12
robustness_080_085_warmup_batches_csv	robustness	results/method4_robustness_080_085_warmup_20260705/analysis_20260705_071529/claim_d_high_recall_latency_batches.csv	yes	csv	49199	360
robustness_080_085_warmup_dir	robustness	results/method4_robustness_080_085_warmup_20260705/analysis_20260705_071529	yes	dir	NA	3
robustness_080_085_warmup_overlay_csv	robustness	results/method4_claim_coverage_20260704/derived_claim_tables/robustness_080_085_warmup_overlay.csv	yes	csv	6336	8
robustness_080_085_warmup_summary_csv	robustness	results/method4_robustness_080_085_warmup_20260705/analysis_20260705_071529/claim_d_high_recall_latency_summary.csv	yes	csv	3654	12
robustness_090_method4_vs_naive_deltas_csv	robustness	results/method4_claim_coverage_20260704/derived_claim_tables/robustness_090_method4_vs_naive_deltas.csv	yes	csv	2896	4
robustness_090_original_batches_csv	robustness	results/method4_robustness_090_original_20260705/analysis_20260705_065005/claim_d_high_recall_latency_batches.csv	yes	csv	24825	180
robustness_090_original_dir	robustness	results/method4_robustness_090_original_20260705/analysis_20260705_065005	yes	dir	NA	3
robustness_090_original_summary_csv	robustness	results/method4_robustness_090_original_20260705/analysis_20260705_065005/claim_d_high_recall_latency_summary.csv	yes	csv	1980	6
robustness_090_query_order_multiseed_summary_csv	robustness	results/method4_claim_coverage_20260704/derived_claim_tables/robustness_090_query_order_multiseed_summary.csv	yes	csv	2084	2
robustness_090_query_order_overlay_csv	robustness	results/method4_claim_coverage_20260704/derived_claim_tables/robustness_090_query_order_overlay.csv	yes	csv	4941	6
robustness_090_sensitivity_deltas_csv	robustness	results/method4_claim_coverage_20260704/derived_claim_tables/robustness_090_sensitivity_deltas.csv	yes	csv	3387	6
robustness_090_shuffle_seed_20260708_batches_csv	robustness	results/method4_robustness_090_shuffle_20260708/analysis_20260705_065219/claim_d_high_recall_latency_batches.csv	yes	csv	24840	180
robustness_090_shuffle_seed_20260708_dir	robustness	results/method4_robustness_090_shuffle_20260708/analysis_20260705_065219	yes	dir	NA	3
robustness_090_shuffle_seed_20260708_summary_csv	robustness	results/method4_robustness_090_shuffle_20260708/analysis_20260705_065219/claim_d_high_recall_latency_summary.csv	yes	csv	2014	6
robustness_090_shuffle_seed_20260711_batches_csv	robustness	results/method4_robustness_090_shuffle_20260711/analysis_20260706_132643/claim_d_high_recall_latency_batches.csv	yes	csv	24853	180
robustness_090_shuffle_seed_20260711_dir	robustness	results/method4_robustness_090_shuffle_20260711/analysis_20260706_132643	yes	dir	NA	3
robustness_090_shuffle_seed_20260711_metadata_json	robustness	results/method4_robustness_090_shuffle_20260711/analysis_20260706_132643/run_metadata.json	yes	json	1335	29
robustness_090_shuffle_seed_20260711_summary_csv	robustness	results/method4_robustness_090_shuffle_20260711/analysis_20260706_132643/claim_d_high_recall_latency_summary.csv	yes	csv	1979	6
robustness_090_warmup_batches_csv	robustness	results/method4_robustness_090_warmup_20260705/analysis_20260705_065435/claim_d_high_recall_latency_batches.csv	yes	csv	24861	180
robustness_090_warmup_dir	robustness	results/method4_robustness_090_warmup_20260705/analysis_20260705_065435	yes	dir	NA	3
robustness_090_warmup_overlay_csv	robustness	results/method4_claim_coverage_20260704/derived_claim_tables/robustness_090_warmup_overlay.csv	yes	csv	3424	4
robustness_090_warmup_summary_csv	robustness	results/method4_robustness_090_warmup_20260705/analysis_20260705_065435/claim_d_high_recall_latency_summary.csv	yes	csv	2018	6
robustness_095_curve_config_manifest_json	robustness	results/method4_claim_coverage_20260704/derived_claim_tables/robustness_095_curve_config_manifest.json	yes	json	3645	13
robustness_095_curve_config_method4_vs_naive_deltas_csv	robustness	results/method4_claim_coverage_20260704/derived_claim_tables/robustness_095_curve_config_method4_vs_naive_deltas.csv	yes	csv	3113	4
robustness_095_curve_config_original_dir	robustness	results/method4_robustness_095_curve_config_original_20260707/analysis_20260707_093724	yes	dir	NA	3
robustness_095_curve_config_overlay_csv	robustness	results/method4_claim_coverage_20260704/derived_claim_tables/robustness_095_curve_config_overlay.csv	yes	csv	8795	8
robustness_095_curve_config_query_order_multiseed_summary_csv	robustness	results/method4_claim_coverage_20260704/derived_claim_tables/robustness_095_curve_config_query_order_multiseed_summary.csv	yes	csv	1892	2
robustness_095_curve_config_sensitivity_deltas_csv	robustness	results/method4_claim_coverage_20260704/derived_claim_tables/robustness_095_curve_config_sensitivity_deltas.csv	yes	csv	3753	6
robustness_095_curve_config_shuffle_seed_20260714_dir	robustness	results/method4_robustness_095_curve_config_shuffle_20260707/analysis_20260707_093953	yes	dir	NA	3
robustness_095_curve_config_shuffle_seed_20260715_dir	robustness	results/method4_robustness_095_curve_config_shuffle2_20260707/analysis_20260707_094525	yes	dir	NA	3
robustness_095_curve_config_warmup_dir	robustness	results/method4_robustness_095_curve_config_warmup_20260707/analysis_20260707_094220	yes	dir	NA	3
robustness_095_method4_vs_naive_deltas_csv	robustness	results/method4_claim_coverage_20260704/derived_claim_tables/robustness_095_method4_vs_naive_deltas.csv	yes	csv	2944	4
robustness_095_original_batches_csv	robustness	results/method4_robustness_095_original_20260705/analysis_20260705_063443/claim_d_high_recall_latency_batches.csv	yes	csv	24841	180
robustness_095_original_dir	robustness	results/method4_robustness_095_original_20260705/analysis_20260705_063443	yes	dir	NA	3
robustness_095_original_summary_csv	robustness	results/method4_robustness_095_original_20260705/analysis_20260705_063443/claim_d_high_recall_latency_summary.csv	yes	csv	2044	6
robustness_095_query_order_multiseed_summary_csv	robustness	results/method4_claim_coverage_20260704/derived_claim_tables/robustness_095_query_order_multiseed_summary.csv	yes	csv	1824	2
robustness_095_query_order_overlay_csv	robustness	results/method4_claim_coverage_20260704/derived_claim_tables/robustness_095_query_order_overlay.csv	yes	csv	5005	6
robustness_095_sensitivity_deltas_csv	robustness	results/method4_claim_coverage_20260704/derived_claim_tables/robustness_095_sensitivity_deltas.csv	yes	csv	3462	6
robustness_095_shuffle_seed_20260707_batches_csv	robustness	results/method4_robustness_095_shuffle_20260707/analysis_20260705_063719/claim_d_high_recall_latency_batches.csv	yes	csv	24837	180
robustness_095_shuffle_seed_20260707_dir	robustness	results/method4_robustness_095_shuffle_20260707/analysis_20260705_063719	yes	dir	NA	3
robustness_095_shuffle_seed_20260707_summary_csv	robustness	results/method4_robustness_095_shuffle_20260707/analysis_20260705_063719/claim_d_high_recall_latency_summary.csv	yes	csv	2042	6
robustness_095_shuffle_seed_20260710_batches_csv	robustness	results/method4_robustness_095_shuffle_20260710/analysis_20260706_131447/claim_d_high_recall_latency_batches.csv	yes	csv	24867	180
robustness_095_shuffle_seed_20260710_dir	robustness	results/method4_robustness_095_shuffle_20260710/analysis_20260706_131447	yes	dir	NA	3
robustness_095_shuffle_seed_20260710_metadata_json	robustness	results/method4_robustness_095_shuffle_20260710/analysis_20260706_131447/run_metadata.json	yes	json	1337	29
robustness_095_shuffle_seed_20260710_summary_csv	robustness	results/method4_robustness_095_shuffle_20260710/analysis_20260706_131447/claim_d_high_recall_latency_summary.csv	yes	csv	2054	6
robustness_095_warmup_batches_csv	robustness	results/method4_robustness_095_warmup_20260705/analysis_20260705_063957/claim_d_high_recall_latency_batches.csv	yes	csv	24859	180
robustness_095_warmup_dir	robustness	results/method4_robustness_095_warmup_20260705/analysis_20260705_063957	yes	dir	NA	3
robustness_095_warmup_overlay_csv	robustness	results/method4_claim_coverage_20260704/derived_claim_tables/robustness_095_warmup_overlay.csv	yes	csv	3445	4
robustness_095_warmup_summary_csv	robustness	results/method4_robustness_095_warmup_20260705/analysis_20260705_063957/claim_d_high_recall_latency_summary.csv	yes	csv	1983	6
robustness_097_closest_manifest_json	robustness	results/method4_claim_coverage_20260704/derived_claim_tables/robustness_097_closest_manifest.json	yes	json	3619	13
robustness_097_closest_method4_vs_naive_deltas_csv	robustness	results/method4_claim_coverage_20260704/derived_claim_tables/robustness_097_closest_method4_vs_naive_deltas.csv	yes	csv	3165	4
robustness_097_closest_original_batches_csv	robustness	results/method4_claim_d_high_recall_latency_refine_20260704/analysis_20260704_220036/claim_d_high_recall_latency_batches.csv	yes	csv	61402	450
robustness_097_closest_original_dir	robustness	results/method4_claim_d_high_recall_latency_refine_20260704/analysis_20260704_220036	yes	dir	NA	3
robustness_097_closest_original_metadata_json	robustness	results/method4_claim_d_high_recall_latency_refine_20260704/analysis_20260704_220036/run_metadata.json	yes	json	951	16
robustness_097_closest_original_summary_csv	robustness	results/method4_claim_d_high_recall_latency_refine_20260704/analysis_20260704_220036/claim_d_high_recall_latency_summary.csv	yes	csv	4086	15
robustness_097_closest_overlay_csv	robustness	results/method4_claim_coverage_20260704/derived_claim_tables/robustness_097_closest_overlay.csv	yes	csv	8876	8
robustness_097_closest_query_order_multiseed_summary_csv	robustness	results/method4_claim_coverage_20260704/derived_claim_tables/robustness_097_closest_query_order_multiseed_summary.csv	yes	csv	1915	2
robustness_097_closest_sensitivity_deltas_csv	robustness	results/method4_claim_coverage_20260704/derived_claim_tables/robustness_097_closest_sensitivity_deltas.csv	yes	csv	3873	6
robustness_097_closest_shuffle_seed_20260716_batches_csv	robustness	results/method4_robustness_097_closest_shuffle_20260707/analysis_20260707_095706/claim_d_high_recall_latency_batches.csv	yes	csv	25660	180
robustness_097_closest_shuffle_seed_20260716_dir	robustness	results/method4_robustness_097_closest_shuffle_20260707/analysis_20260707_095706	yes	dir	NA	3
robustness_097_closest_shuffle_seed_20260716_metadata_json	robustness	results/method4_robustness_097_closest_shuffle_20260707/analysis_20260707_095706/run_metadata.json	yes	json	1348	29
robustness_097_closest_shuffle_seed_20260716_summary_csv	robustness	results/method4_robustness_097_closest_shuffle_20260707/analysis_20260707_095706/claim_d_high_recall_latency_summary.csv	yes	csv	2065	6
robustness_097_closest_shuffle_seed_20260717_batches_csv	robustness	results/method4_robustness_097_closest_shuffle2_20260707/analysis_20260707_095948/claim_d_high_recall_latency_batches.csv	yes	csv	25668	180
robustness_097_closest_shuffle_seed_20260717_dir	robustness	results/method4_robustness_097_closest_shuffle2_20260707/analysis_20260707_095948	yes	dir	NA	3
robustness_097_closest_shuffle_seed_20260717_metadata_json	robustness	results/method4_robustness_097_closest_shuffle2_20260707/analysis_20260707_095948/run_metadata.json	yes	json	1348	29
robustness_097_closest_shuffle_seed_20260717_summary_csv	robustness	results/method4_robustness_097_closest_shuffle2_20260707/analysis_20260707_095948/claim_d_high_recall_latency_summary.csv	yes	csv	2047	6
robustness_097_closest_warmup_batches_csv	robustness	results/method4_robustness_097_closest_warmup_20260707/analysis_20260707_100229/claim_d_high_recall_latency_batches.csv	yes	csv	25666	180
robustness_097_closest_warmup_dir	robustness	results/method4_robustness_097_closest_warmup_20260707/analysis_20260707_100229	yes	dir	NA	3
robustness_097_closest_warmup_metadata_json	robustness	results/method4_robustness_097_closest_warmup_20260707/analysis_20260707_100229/run_metadata.json	yes	json	1348	29
robustness_097_closest_warmup_summary_csv	robustness	results/method4_robustness_097_closest_warmup_20260707/analysis_20260707_100229/claim_d_high_recall_latency_summary.csv	yes	csv	2012	6
robustness_query_order_multiseed_summary_csv	robustness	results/method4_claim_coverage_20260704/derived_claim_tables/robustness_query_order_multiseed_summary.csv	yes	csv	1779	2
robustness_shuffle_batches_csv	robustness	results/method4_robustness_shuffle_20260705/analysis_20260705_030323/claim_d_high_recall_latency_batches.csv	yes	csv	25031	180
robustness_shuffle_dir	robustness	results/method4_robustness_shuffle_20260705/analysis_20260705_030323	yes	dir	NA	3
robustness_shuffle_overlay_csv	robustness	results/method4_claim_coverage_20260704/derived_claim_tables/robustness_shuffled_query_overlay.csv	yes	csv	4399	6
robustness_shuffle_overlay_deltas_csv	robustness	results/method4_claim_coverage_20260704/derived_claim_tables/robustness_shuffled_query_overlay_deltas.csv	yes	csv	3893	7
robustness_shuffle_seed_20260705_batches_csv	robustness	results/method4_robustness_shuffle_20260705/analysis_20260705_030323/claim_d_high_recall_latency_batches.csv	yes	csv	25031	180
robustness_shuffle_seed_20260705_dir	robustness	results/method4_robustness_shuffle_20260705/analysis_20260705_030323	yes	dir	NA	3
robustness_shuffle_seed_20260705_summary_csv	robustness	results/method4_robustness_shuffle_20260705/analysis_20260705_030323/claim_d_high_recall_latency_summary.csv	yes	csv	2022	6
robustness_shuffle_seed_20260706_batches_csv	robustness	results/method4_robustness_shuffle_20260706/analysis_20260705_045135/claim_d_high_recall_latency_batches.csv	yes	csv	25008	180
